student_id,amount,payment_date,method
ST00676,3500,2025-03-14,Bank Transfer
ST00677,3500,2025-06-04,Bank Transfer
ST00678,3000,2025-02-14,Bank Transfer
ST00679,3000,2025-04-05,Mobile
ST00680,3500,2025-05-02,Cash
ST00681,3000,2025-02-10,Mobile
ST00682,4000,2025-03-05,Bank Transfer
ST00683,3500,2025-03-20,Bank Transfer
ST00684,3000,2025-02-04,Cash
ST00685,3500,2025-02-25,Cash
ST00686,4000,2025-06-24,Mobile
ST00687,4000,2025-06-07,Bank Transfer
ST00688,3500,2025-02-26,Cash
ST00689,4000,2025-06-19,Bank Transfer
ST00690,3500,2025-04-10,Bank Transfer
ST00691,4000,2025-04-22,Bank Transfer
ST00692,3500,2025-01-22,Cash
ST00693,3000,2025-06-01,Cash
ST00694,3000,2025-05-19,Bank Transfer
ST00695,3000,2025-06-24,Bank Transfer
ST00696,3000,2025-02-15,Mobile
ST00697,3000,2025-03-29,Cash
ST00698,3000,2025-02-21,Bank Transfer
ST00699,3500,2025-05-02,Cash
ST00700,4000,2025-02-13,Cash
ST00701,3000,2025-03-01,Mobile
ST00702,3500,2025-01-18,Cash
ST00703,4000,2025-02-08,Bank Transfer
ST00704,3000,2025-03-06,Bank Transfer
ST00705,3500,2025-03-31,Cash
ST00706,3000,2025-06-08,Bank Transfer
ST00707,3500,2025-04-11,Cash
ST00708,4000,2025-04-10,Bank Transfer
ST00709,3500,2025-06-28,Mobile
ST00710,4000,2025-07-18,Cash
ST00711,3000,2025-04-01,Cash
ST00712,3000,2025-03-02,Bank Transfer
ST00713,3500,2025-04-05,Cash
ST00714,3500,2025-03-17,Mobile
ST00715,3500,2025-03-23,Bank Transfer
ST00716,3500,2025-03-27,Cash
ST00717,3500,2025-05-25,Mobile
ST00718,4000,2025-07-02,Mobile
ST00719,3000,2025-04-23,Bank Transfer
ST00720,4000,2025-07-13,Mobile
ST00721,3500,2025-05-07,Mobile
ST00722,3500,2025-03-30,Bank Transfer
ST00723,3500,2025-02-08,Cash
ST00724,3500,2025-04-28,Mobile
ST00725,3500,2025-02-12,Cash
ST00726,3000,2025-05-31,Bank Transfer
ST00727,4000,2025-04-16,Mobile
ST00728,4000,2025-01-11,Mobile
ST00729,3000,2025-02-11,Bank Transfer
ST00730,4000,2025-02-24,Mobile
ST00731,4000,2025-06-29,Cash
ST00732,4000,2025-07-20,Cash
ST00733,3000,2025-05-24,Mobile
ST00734,3500,2025-06-18,Mobile
ST00735,4000,2025-02-05,Bank Transfer
ST00736,3000,2025-06-02,Mobile
ST00737,3000,2025-04-18,Mobile
ST00738,3000,2025-05-19,Bank Transfer
ST00739,3500,2025-02-12,Cash
ST00740,3000,2025-01-14,Cash
ST00741,4000,2025-07-09,Cash
ST00742,3500,2025-06-30,Bank Transfer
ST00743,3000,2025-05-23,Cash
ST00744,3000,2025-05-24,Cash
ST00745,3500,2025-06-25,Cash
ST00746,3500,2025-02-22,Bank Transfer
ST00747,3500,2025-06-18,Bank Transfer
ST00748,4000,2025-03-11,Cash
ST00749,3500,2025-06-22,Bank Transfer
ST00750,4000,2025-05-05,Bank Transfer
ST00751,3500,2025-01-08,Bank Transfer
ST00752,3500,2025-02-09,Bank Transfer
ST00753,4000,2025-03-24,Bank Transfer
ST00754,4000,2025-03-12,Bank Transfer
ST00755,3500,2025-03-31,Bank Transfer
ST00756,3500,2025-06-29,Bank Transfer
ST00757,3000,2025-02-18,Mobile
ST00758,3000,2025-01-25,Bank Transfer
ST00759,3000,2025-06-16,Cash
ST00760,4000,2025-01-31,Mobile
ST00761,3000,2025-07-18,Mobile
ST00762,3500,2025-05-01,Cash
ST00763,3000,2025-05-15,Bank Transfer
ST00764,4000,2025-06-09,Mobile
ST00765,3000,2025-02-25,Bank Transfer
ST00766,3000,2025-06-15,Bank Transfer
ST00767,3500,2025-05-19,Bank Transfer
ST00768,4000,2025-01-30,Bank Transfer
ST00769,3500,2025-03-23,Cash
ST00770,3500,2025-07-06,Cash
ST00771,3000,2025-06-25,Mobile
ST00772,3500,2025-01-22,Mobile
ST00773,3000,2025-02-13,Bank Transfer
ST00774,3500,2025-04-22,Mobile
ST00775,3000,2025-06-15,Cash
ST00776,3000,2025-07-08,Bank Transfer
ST00777,3500,2025-01-22,Cash
ST00778,3000,2025-01-25,Mobile
ST00779,4000,2025-02-26,Bank Transfer
ST00780,3000,2025-06-12,Bank Transfer
ST00781,4000,2025-06-16,Bank Transfer
ST00782,3500,2025-04-07,Cash
ST00783,3500,2025-01-14,Bank Transfer
ST00784,4000,2025-06-02,Mobile
ST00785,3000,2025-06-17,Mobile
ST00786,3500,2025-05-31,Mobile
ST00787,3000,2025-05-02,Mobile
ST00788,4000,2025-01-06,Cash
ST00789,3000,2025-04-18,Mobile
ST00790,4000,2025-04-02,Bank Transfer
ST00791,4000,2025-03-02,Cash
ST00792,3500,2025-02-26,Bank Transfer
ST00793,3000,2025-04-12,Mobile
ST00794,4000,2025-05-19,Cash
ST00795,3500,2025-03-27,Mobile
ST00796,3500,2025-07-11,Bank Transfer
ST00797,4000,2025-04-28,Bank Transfer
ST00798,3500,2025-03-27,Cash
ST00799,3500,2025-02-03,Bank Transfer
ST00800,3500,2025-05-13,Cash
ST00801,3000,2025-01-26,Cash
ST00802,3500,2025-04-25,Mobile
ST00803,3500,2025-02-18,Mobile
ST00804,3500,2025-06-16,Mobile
ST00805,3500,2025-04-13,Bank Transfer
ST00806,4000,2025-04-05,Mobile
ST00807,3000,2025-03-22,Cash
ST00808,3500,2025-01-31,Bank Transfer
ST00809,3000,2025-01-03,Bank Transfer
ST00810,4000,2025-06-21,Mobile
ST00811,3000,2025-04-21,Bank Transfer
ST00812,3500,2025-03-12,Cash
ST00813,3000,2025-03-20,Mobile
ST00814,4000,2025-02-14,Bank Transfer
ST00815,3500,2025-03-27,Bank Transfer
ST00816,4000,2025-02-09,Cash
ST00817,4000,2025-04-28,Cash
ST00818,3500,2025-02-16,Mobile
ST00819,4000,2025-04-09,Mobile
ST00820,4000,2025-04-26,Cash
ST00821,3000,2025-06-28,Cash
ST00822,3000,2025-01-02,Cash
ST00823,3500,2025-02-06,Cash
ST00824,4000,2025-07-09,Mobile
ST00825,3500,2025-04-25,Mobile
ST00826,3500,2025-02-08,Cash
ST00827,3500,2025-06-06,Cash
ST00828,4000,2025-03-18,Mobile
ST00829,3500,2025-01-14,Cash
ST00830,3500,2025-04-23,Cash
ST00831,4000,2025-05-03,Cash
ST00832,4000,2025-06-17,Cash
ST00833,4000,2025-01-28,Bank Transfer
ST00834,3000,2025-04-21,Mobile
ST00835,3000,2025-07-01,Bank Transfer
ST00836,4000,2025-05-03,Mobile
ST00837,3000,2025-03-30,Cash
ST00838,4000,2025-02-18,Cash
ST00839,3500,2025-06-06,Bank Transfer
ST00840,4000,2025-04-01,Cash
ST00841,3500,2025-02-16,Bank Transfer
ST00842,3000,2025-07-01,Mobile
ST00843,3000,2025-02-01,Bank Transfer
ST00844,4000,2025-02-12,Cash
ST00845,3000,2025-01-30,Bank Transfer
ST00846,3000,2025-02-09,Bank Transfer
ST00847,3000,2025-02-21,Cash
ST00848,3500,2025-03-19,Mobile
ST00849,3000,2025-01-02,Bank Transfer
ST00850,3500,2025-02-17,Cash
ST00851,4000,2025-05-30,Cash
ST00852,4000,2025-02-19,Bank Transfer
ST00853,3500,2025-06-11,Bank Transfer
ST00854,3500,2025-06-14,Cash
ST00855,4000,2025-05-21,Cash
ST00856,3000,2025-05-23,Mobile
ST00857,3500,2025-06-09,Mobile
ST00858,4000,2025-06-16,Cash
ST00859,4000,2025-06-24,Bank Transfer
ST00860,4000,2025-02-01,Bank Transfer
ST00861,3500,2025-01-03,Cash
ST00862,3500,2025-04-27,Mobile
ST00863,4000,2025-05-12,Cash
ST00864,3500,2025-01-10,Cash
ST00865,4000,2025-05-11,Bank Transfer
ST00866,3500,2025-03-02,Cash
ST00867,4000,2025-02-08,Mobile
ST00868,3000,2025-07-13,Cash
ST00869,4000,2025-03-28,Bank Transfer
ST00870,4000,2025-02-20,Cash
ST00871,3000,2025-06-21,Mobile
ST00872,3500,2025-05-20,Cash
ST00873,4000,2025-03-21,Bank Transfer
ST00874,4000,2025-06-28,Cash
ST00875,4000,2025-03-16,Bank Transfer
ST00876,3500,2025-03-29,Bank Transfer
ST00877,3000,2025-03-26,Mobile
ST00878,3500,2025-04-24,Mobile
ST00879,3000,2025-02-02,Mobile
ST00880,4000,2025-04-27,Mobile
ST00881,3500,2025-03-01,Mobile
ST00882,3500,2025-01-29,Cash
ST00883,4000,2025-06-24,Mobile
ST00884,3000,2025-06-22,Mobile
ST00885,3000,2025-03-06,Cash
ST00886,4000,2025-01-17,Cash
ST00887,3000,2025-02-17,Cash
ST00888,3000,2025-07-06,Cash
ST00889,3000,2025-06-11,Cash
ST00890,4000,2025-01-07,Bank Transfer
ST00891,3000,2025-06-08,Bank Transfer
ST00892,3500,2025-05-31,Bank Transfer
ST00893,4000,2025-02-28,Cash
ST00894,3500,2025-04-01,Mobile
ST00895,3500,2025-04-10,Cash
ST00896,4000,2025-03-08,Cash
ST00897,4000,2025-04-18,Bank Transfer
ST00898,3500,2025-01-05,Mobile
ST00899,3000,2025-03-21,Mobile
ST00900,3500,2025-06-26,Cash
ST00901,4000,2025-01-17,Bank Transfer
ST00902,3000,2025-03-19,Mobile
ST00903,4000,2025-06-04,Cash
ST00904,3000,2025-05-17,Mobile
ST00905,3000,2025-06-20,Cash
ST00906,3500,2025-01-06,Bank Transfer
ST00907,3000,2025-06-26,Bank Transfer
ST00908,3500,2025-01-31,Bank Transfer
ST00909,3500,2025-03-19,Cash
ST00910,4000,2025-07-07,Mobile
ST00911,3500,2025-02-23,Mobile
ST00912,4000,2025-06-09,Cash
ST00913,3000,2025-04-01,Cash
ST00914,3000,2025-04-29,Bank Transfer
ST00915,3000,2025-05-27,Mobile
ST00916,3000,2025-03-09,Cash
ST00917,3500,2025-07-19,Cash
ST00918,4000,2025-07-19,Cash
ST00919,4000,2025-07-16,Cash
ST00920,3000,2025-06-27,Cash
ST00921,4000,2025-04-09,Cash
ST00922,3500,2025-03-24,Bank Transfer
ST00923,4000,2025-01-02,Cash
ST00924,3500,2025-05-11,Bank Transfer
ST00925,3500,2025-01-13,Bank Transfer
ST00926,3500,2025-04-26,Mobile
ST00927,3500,2025-03-26,Cash
ST00928,3000,2025-04-30,Cash
ST00929,3000,2025-04-01,Cash
ST00930,3000,2025-05-06,Bank Transfer
ST00931,3500,2025-01-03,Bank Transfer
ST00932,3500,2025-03-24,Mobile
ST00933,4000,2025-07-10,Mobile
ST00934,3500,2025-01-15,Cash
ST00935,3500,2025-07-17,Bank Transfer
ST00936,3500,2025-01-17,Cash
ST00937,4000,2025-02-18,Bank Transfer
ST00938,3000,2025-02-05,Cash
ST00939,3500,2025-03-27,Bank Transfer
ST00940,3500,2025-04-19,Mobile
ST00941,3000,2025-05-01,Bank Transfer
ST00942,4000,2025-06-22,Cash
ST00943,4000,2025-07-10,Bank Transfer
ST00944,3500,2025-06-11,Bank Transfer
ST00945,3000,2025-06-24,Bank Transfer
ST00946,3000,2025-02-07,Mobile
ST00947,4000,2025-04-04,Mobile
ST00948,3000,2025-04-20,Mobile
ST00949,4000,2025-04-27,Cash
ST00950,3000,2025-03-19,Mobile
ST00951,3500,2025-06-30,Bank Transfer
ST00952,4000,2025-06-25,Cash
ST00953,3000,2025-02-02,Bank Transfer
ST00954,3000,2025-04-25,Cash
ST00955,3000,2025-04-20,Bank Transfer
ST00956,4000,2025-05-24,Mobile
ST00957,3000,2025-06-23,Bank Transfer
ST00958,4000,2025-02-20,Mobile
ST00959,3000,2025-01-01,Mobile
ST00960,4000,2025-05-14,Mobile
ST00961,3000,2025-06-23,Mobile
ST00962,3000,2025-05-14,Bank Transfer
ST00963,3500,2025-04-12,Cash
ST00964,3500,2025-06-06,Mobile
ST00965,3000,2025-03-31,Mobile
ST00966,3500,2025-01-10,Mobile
ST00967,3000,2025-07-19,Bank Transfer
ST00968,4000,2025-01-17,Mobile
ST00969,3000,2025-01-11,Cash
ST00970,3500,2025-07-19,Mobile
ST00971,4000,2025-06-19,Cash
ST00972,3500,2025-04-22,Cash
ST00973,3500,2025-06-13,Mobile
ST00974,4000,2025-04-02,Mobile
ST00975,4000,2025-04-19,Cash
ST00976,3500,2025-05-24,Mobile
ST00977,4000,2025-06-18,Mobile
ST00978,3500,2025-05-23,Bank Transfer
ST00979,3500,2025-05-04,Mobile
ST00980,3500,2025-01-25,Bank Transfer
ST00981,3500,2025-02-23,Bank Transfer
ST00982,3000,2025-05-04,Cash
ST00983,3500,2025-02-04,Mobile
ST00984,4000,2025-05-14,Bank Transfer
ST00985,4000,2025-01-09,Bank Transfer
ST00986,3000,2025-01-07,Cash
ST00987,4000,2025-02-15,Cash
ST00988,4000,2025-06-25,Bank Transfer
ST00989,3500,2025-07-06,Mobile
ST00990,4000,2025-04-16,Mobile
ST00991,3000,2025-03-05,Mobile
ST00992,3500,2025-03-01,Bank Transfer
ST00993,3000,2025-04-07,Cash
ST00994,4000,2025-01-24,Cash
ST00995,4000,2025-02-26,Cash
ST00996,3000,2025-04-22,Cash
ST00997,3500,2025-04-23,Cash
ST00998,4000,2025-03-04,Mobile
ST00999,3000,2025-02-01,Mobile
ST01000,4000,2025-05-05,Mobile
ST01001,3500,2025-01-18,Cash
ST01002,4000,2025-07-08,Mobile
ST01003,4000,2025-02-17,Cash
ST01004,4000,2025-04-08,Bank Transfer
ST01005,4000,2025-05-12,Mobile
ST01006,3000,2025-02-10,Bank Transfer
ST01007,4000,2025-06-19,Mobile
ST01008,3000,2025-03-12,Bank Transfer
ST01009,4000,2025-05-20,Bank Transfer
ST01010,3000,2025-03-01,Cash
ST01011,3000,2025-04-14,Mobile
ST01012,4000,2025-02-06,Mobile
ST01013,4000,2025-05-23,Bank Transfer
ST01014,3500,2025-06-16,Bank Transfer
ST01015,3000,2025-02-06,Cash
ST01016,4000,2025-02-18,Mobile
ST01017,3000,2025-01-28,Bank Transfer
ST01018,3000,2025-02-17,Cash
ST01019,4000,2025-03-23,Cash
ST01020,4000,2025-05-07,Bank Transfer
ST01021,4000,2025-04-30,Bank Transfer
ST01022,3500,2025-04-06,Mobile
ST01023,3500,2025-03-14,Cash
ST01024,3000,2025-01-17,Bank Transfer
ST01025,4000,2025-02-06,Mobile
ST01026,4000,2025-04-25,Cash
ST01027,3000,2025-02-20,Bank Transfer
ST01028,4000,2025-04-14,Bank Transfer
ST01029,3500,2025-02-01,Mobile
ST01030,3500,2025-04-06,Mobile
ST01031,3000,2025-04-09,Mobile
ST01032,4000,2025-03-19,Mobile
ST01033,3500,2025-05-25,Cash
ST01034,4000,2025-07-13,Cash
ST01035,3500,2025-02-22,Mobile
ST01036,3500,2025-03-15,Bank Transfer
ST01037,3000,2025-05-21,Bank Transfer
ST01038,3000,2025-07-04,Mobile
ST01039,3000,2025-02-19,Bank Transfer
ST01040,3000,2025-04-16,Mobile
ST01041,3500,2025-03-22,Bank Transfer
ST01042,3000,2025-04-21,Cash
ST01043,4000,2025-06-28,Cash
ST01044,3500,2025-06-21,Mobile
ST01045,3500,2025-03-04,Cash
ST01046,4000,2025-06-08,Mobile
ST01047,4000,2025-03-10,Bank Transfer
ST01048,3500,2025-03-31,Bank Transfer
ST01049,3000,2025-06-13,Mobile
ST01050,3500,2025-02-25,Bank Transfer
ST01051,4000,2025-01-03,Bank Transfer
ST01052,3500,2025-03-02,Mobile
ST01053,3500,2025-07-14,Bank Transfer
ST01054,4000,2025-04-13,Cash
ST01055,3500,2025-04-11,Cash
ST01056,3000,2025-01-22,Cash
ST01057,4000,2025-05-03,Cash
ST01058,4000,2025-03-23,Mobile
ST01059,4000,2025-03-27,Mobile
ST01060,4000,2025-07-05,Mobile
ST01061,3500,2025-01-23,Bank Transfer
ST01062,4000,2025-06-19,Mobile
ST01063,3000,2025-01-25,Bank Transfer
ST01064,3500,2025-06-07,Mobile
ST01065,4000,2025-05-12,Cash
ST01066,4000,2025-01-23,Mobile
ST01067,3000,2025-06-08,Cash
ST01068,4000,2025-06-15,Mobile
ST01069,4000,2025-02-09,Mobile
ST01070,3500,2025-01-09,Cash
ST01071,3500,2025-04-09,Bank Transfer
ST01072,4000,2025-07-02,Mobile
ST01073,3000,2025-05-09,Cash
ST01074,3000,2025-03-31,Cash
ST01075,4000,2025-02-08,Bank Transfer
ST01076,3000,2025-07-20,Bank Transfer
ST01077,4000,2025-01-29,Cash
ST01078,3000,2025-02-14,Bank Transfer
ST01079,3000,2025-01-16,Bank Transfer
ST01080,3000,2025-03-19,Cash
ST01081,3000,2025-02-03,Mobile
ST01082,4000,2025-07-20,Mobile
ST01083,3500,2025-05-08,Cash
ST01084,3000,2025-06-12,Bank Transfer
ST01085,3500,2025-02-02,Bank Transfer
ST01086,4000,2025-05-07,Mobile
ST01087,3500,2025-05-19,Bank Transfer
ST01088,3000,2025-05-01,Mobile
ST01089,4000,2025-05-03,Cash
ST01090,4000,2025-07-11,Bank Transfer
ST01091,3000,2025-02-13,Cash
ST01092,4000,2025-06-22,Cash
ST01093,3500,2025-02-04,Bank Transfer
ST01094,3000,2025-04-23,Bank Transfer
ST01095,3500,2025-05-14,Bank Transfer
ST01096,3500,2025-01-08,Cash
ST01097,4000,2025-07-02,Cash
ST01098,3500,2025-07-20,Cash
ST01099,4000,2025-07-11,Mobile
ST01100,4000,2025-02-21,Cash
ST01101,3500,2025-01-12,Mobile
ST01102,3500,2025-04-17,Mobile
ST01103,4000,2025-02-14,Bank Transfer
ST01104,4000,2025-07-07,Mobile
ST01105,4000,2025-06-21,Cash
ST01106,4000,2025-01-10,Mobile
ST01107,4000,2025-01-28,Cash
ST01108,3000,2025-05-18,Mobile
ST01109,3500,2025-01-01,Bank Transfer
ST01110,4000,2025-05-22,Bank Transfer
ST01111,3500,2025-06-07,Bank Transfer
ST01112,4000,2025-01-20,Mobile
ST01113,3500,2025-03-14,Bank Transfer
ST01114,3500,2025-06-21,Bank Transfer
ST01115,3500,2025-04-20,Mobile
ST01116,3000,2025-03-05,Cash
ST01117,3500,2025-04-18,Bank Transfer
ST01118,3000,2025-02-09,Cash
ST01119,4000,2025-03-25,Bank Transfer
ST01120,3000,2025-01-06,Bank Transfer
ST01121,3500,2025-01-02,Bank Transfer
ST01122,4000,2025-02-25,Bank Transfer
ST01123,3000,2025-06-20,Cash
ST01124,3500,2025-02-21,Cash
ST01125,4000,2025-04-28,Bank Transfer
ST01126,3500,2025-02-02,Cash
ST01127,3000,2025-05-07,Cash
ST01128,4000,2025-01-27,Cash
ST01129,4000,2025-04-20,Cash
ST01130,3500,2025-02-20,Cash
ST01131,4000,2025-02-21,Bank Transfer
ST01132,3500,2025-02-19,Cash
ST01133,3500,2025-04-10,Mobile
ST01134,4000,2025-04-20,Cash
ST01135,4000,2025-03-04,Bank Transfer
ST01136,3000,2025-03-06,Cash
ST01137,3500,2025-06-04,Bank Transfer
ST01138,4000,2025-01-11,Bank Transfer
ST01139,3500,2025-06-27,Bank Transfer
ST01140,3500,2025-06-16,Cash
ST01141,4000,2025-01-31,Mobile
ST01142,3000,2025-01-08,Cash
ST01143,3500,2025-05-09,Mobile
ST01144,3500,2025-06-14,Cash
ST01145,3500,2025-04-24,Mobile
ST01146,3500,2025-04-03,Bank Transfer
ST01147,4000,2025-03-29,Bank Transfer
ST01148,4000,2025-07-18,Bank Transfer
ST01149,3500,2025-04-01,Mobile
ST01150,3500,2025-02-27,Bank Transfer
ST01151,3500,2025-04-26,Mobile
ST01152,4000,2025-02-06,Cash
ST01153,3000,2025-04-23,Mobile
ST01154,4000,2025-02-14,Mobile
ST01155,4000,2025-03-03,Cash
ST01156,3000,2025-07-18,Mobile
ST01157,3000,2025-06-24,Cash
ST01158,3000,2025-07-06,Bank Transfer
ST01159,3500,2025-04-09,Bank Transfer
ST01160,4000,2025-07-07,Cash
ST01161,4000,2025-04-20,Mobile
ST01162,3000,2025-04-04,Cash
ST01163,3000,2025-03-25,Cash
ST01164,4000,2025-06-02,Mobile
ST01165,4000,2025-01-21,Mobile
ST01166,3500,2025-01-10,Cash
ST01167,3000,2025-01-11,Cash
ST01168,3500,2025-02-22,Bank Transfer
ST01169,4000,2025-03-15,Bank Transfer
ST01170,4000,2025-04-30,Cash
ST01171,3000,2025-07-10,Mobile
ST01172,3500,2025-02-06,Mobile
ST01173,3500,2025-06-16,Cash
ST01174,4000,2025-01-28,Mobile
ST01175,3500,2025-05-10,Bank Transfer
ST01176,3000,2025-06-14,Cash
ST01177,4000,2025-06-24,Mobile
ST01178,3000,2025-03-07,Mobile
ST01179,3000,2025-05-20,Bank Transfer
ST01180,3000,2025-02-25,Mobile
ST01181,3000,2025-06-20,Bank Transfer
ST01182,4000,2025-01-04,Mobile
ST01183,3000,2025-05-13,Cash
ST01184,4000,2025-02-05,Bank Transfer
ST01185,3500,2025-01-21,Mobile
ST01186,3500,2025-04-05,Mobile
ST01187,4000,2025-04-17,Mobile
ST01188,3000,2025-01-25,Bank Transfer
ST01189,3000,2025-03-02,Bank Transfer
ST01190,3000,2025-04-27,Cash
ST01191,4000,2025-01-25,Cash
ST01192,3500,2025-05-04,Bank Transfer
ST01193,4000,2025-02-01,Mobile
ST01194,4000,2025-06-03,Bank Transfer
ST01195,3500,2025-07-20,Mobile
ST01196,3000,2025-04-16,Mobile
ST01197,4000,2025-06-12,Cash
ST01198,4000,2025-05-17,Cash
ST01199,3500,2025-03-29,Bank Transfer
ST01200,3000,2025-01-10,Mobile
ST01201,4000,2025-02-03,Mobile
ST01202,3500,2025-05-03,Bank Transfer
ST01203,3000,2025-01-17,Mobile
ST01204,3500,2025-04-11,Bank Transfer
ST01205,4000,2025-05-06,Cash
ST01206,3000,2025-05-25,Mobile
ST01207,3000,2025-01-28,Bank Transfer
ST01208,3500,2025-04-29,Bank Transfer
ST01209,3000,2025-07-01,Mobile
ST01210,3500,2025-06-25,Mobile
ST01211,4000,2025-06-21,Bank Transfer
ST01212,4000,2025-04-15,Cash
ST01213,3000,2025-02-19,Mobile
ST01214,3500,2025-07-03,Mobile
ST01215,3000,2025-06-12,Bank Transfer
ST01216,4000,2025-01-22,Cash
ST01217,4000,2025-01-23,Mobile
ST01218,3000,2025-02-06,Cash
ST01219,4000,2025-01-01,Bank Transfer
ST01220,3500,2025-06-18,Mobile
ST01221,3000,2025-07-20,Mobile
ST01222,4000,2025-01-18,Cash
ST01223,3500,2025-07-09,Cash
ST01224,3000,2025-03-15,Bank Transfer
ST01225,3500,2025-04-18,Cash
ST01226,3000,2025-02-10,Mobile
ST01227,3000,2025-04-14,Bank Transfer
ST01228,3000,2025-04-26,Cash
ST01229,4000,2025-03-02,Bank Transfer
ST01230,3500,2025-02-11,Mobile
ST01231,3000,2025-06-10,Bank Transfer
ST01232,3000,2025-02-02,Bank Transfer
ST01233,3000,2025-06-24,Mobile
ST01234,4000,2025-04-10,Mobile
ST01235,3000,2025-05-22,Bank Transfer
ST01236,3500,2025-04-20,Mobile
ST01237,4000,2025-01-23,Cash
ST01238,3000,2025-04-30,Mobile
ST01239,4000,2025-01-03,Mobile
ST01240,4000,2025-07-15,Mobile
ST01241,4000,2025-01-02,Cash
ST01242,3500,2025-06-17,Cash
ST01243,3500,2025-06-14,Bank Transfer
ST01244,3000,2025-05-03,Bank Transfer
ST01245,3500,2025-01-22,Mobile
ST01246,4000,2025-05-28,Mobile
ST01247,3500,2025-03-17,Cash
ST01248,4000,2025-05-16,Cash
ST01249,3000,2025-03-27,Mobile
ST01250,3000,2025-02-09,Bank Transfer
ST01251,3000,2025-03-21,Mobile
ST01252,3000,2025-02-19,Bank Transfer
ST01253,3500,2025-03-21,Mobile
ST01254,3500,2025-01-11,Mobile
ST01255,4000,2025-07-16,Mobile
ST01256,3000,2025-02-08,Cash
ST01257,4000,2025-06-11,Cash
ST01258,4000,2025-02-26,Bank Transfer
ST01259,3500,2025-03-06,Cash
ST01260,4000,2025-06-12,Cash
ST01261,3500,2025-01-31,Cash
ST01262,3000,2025-03-03,Mobile
ST01263,3000,2025-06-08,Bank Transfer
ST01264,4000,2025-07-04,Bank Transfer
ST01265,3500,2025-01-21,Bank Transfer
ST01266,3500,2025-06-12,Mobile
ST01267,4000,2025-01-20,Bank Transfer
ST01268,3500,2025-05-18,Bank Transfer
ST01269,3500,2025-05-26,Mobile
ST01270,3500,2025-05-27,Bank Transfer
ST01271,3000,2025-04-09,Bank Transfer
ST01272,3500,2025-05-01,Bank Transfer
ST01273,3500,2025-04-09,Bank Transfer
ST01274,3500,2025-04-11,Bank Transfer
ST01275,3000,2025-02-09,Cash
ST01276,4000,2025-05-15,Cash
ST01277,4000,2025-01-28,Bank Transfer
ST01278,3500,2025-01-27,Mobile
ST01279,3000,2025-04-27,Cash
ST01280,4000,2025-07-02,Cash
ST01281,3000,2025-07-16,Bank Transfer
ST01282,3500,2025-06-18,Bank Transfer
ST01283,4000,2025-02-20,Cash
ST01284,3500,2025-05-19,Mobile
ST01285,3500,2025-01-09,Bank Transfer
ST01286,3000,2025-04-01,Bank Transfer
ST01287,4000,2025-07-10,Mobile
ST01288,3000,2025-07-08,Cash
ST01289,4000,2025-06-21,Cash
ST01290,3500,2025-03-21,Cash
ST01291,3000,2025-05-26,Cash
ST01292,4000,2025-05-23,Mobile
ST01293,3000,2025-02-10,Bank Transfer
ST01294,3000,2025-07-07,Mobile
ST01295,3000,2025-02-18,Cash
ST01296,3500,2025-04-21,Mobile
ST01297,3500,2025-04-20,Cash
ST01298,3000,2025-03-07,Bank Transfer
ST01299,4000,2025-05-05,Bank Transfer
ST01300,3000,2025-05-19,Cash
ST01301,4000,2025-06-10,Cash
ST01302,3000,2025-02-25,Mobile
ST01303,3000,2025-06-07,Mobile
ST01304,3000,2025-04-22,Cash
ST01305,3000,2025-03-27,Mobile
ST01306,3000,2025-05-20,Mobile
ST01307,3000,2025-01-16,Cash
ST01308,3500,2025-06-10,Bank Transfer
ST01309,3000,2025-02-18,Cash
ST01310,4000,2025-05-18,Mobile
ST01311,4000,2025-02-09,Bank Transfer
ST01312,3500,2025-02-09,Cash
ST01313,3500,2025-07-03,Mobile
ST01314,3500,2025-06-23,Mobile
ST01315,3500,2025-06-16,Mobile
ST01316,3500,2025-01-12,Bank Transfer
ST01317,3500,2025-03-16,Bank Transfer
ST01318,3500,2025-04-05,Mobile
ST01319,3500,2025-06-13,Cash
ST01320,3500,2025-02-11,Mobile
ST01321,3000,2025-07-20,Mobile
ST01322,3000,2025-02-24,Mobile
ST01323,3000,2025-04-26,Bank Transfer
ST01324,3500,2025-05-22,Mobile
ST01325,3500,2025-01-14,Bank Transfer
ST01326,4000,2025-02-01,Bank Transfer
ST01327,3000,2025-04-14,Mobile
ST01328,3000,2025-04-27,Cash
ST01329,4000,2025-06-19,Bank Transfer
ST01330,3000,2025-03-27,Cash
ST01331,3500,2025-02-20,Bank Transfer
ST01332,3000,2025-02-13,Bank Transfer
ST01333,4000,2025-01-02,Mobile
ST01334,3500,2025-04-13,Bank Transfer
ST01335,3000,2025-03-08,Cash
ST01336,3500,2025-06-02,Mobile
ST01337,4000,2025-02-05,Cash
ST01338,3500,2025-05-17,Bank Transfer
ST01339,3000,2025-06-02,Cash
ST01340,4000,2025-04-28,Bank Transfer
ST01341,3500,2025-03-09,Bank Transfer
ST01342,3500,2025-01-11,Mobile
ST01343,3000,2025-04-28,Bank Transfer
ST01344,4000,2025-05-19,Mobile
ST01345,4000,2025-04-13,Cash
ST01346,4000,2025-04-30,Bank Transfer
ST01347,3500,2025-06-18,Mobile
ST01348,3500,2025-05-04,Bank Transfer
ST01349,3500,2025-06-06,Bank Transfer
ST01350,3000,2025-01-02,Mobile
