student_id,subject,score
ST01245,Amharic,47
ST01245,Biology,61
ST01245,Chemistry,79
ST01246,Mathematics,55
ST01246,English,88
ST01246,Amharic,68
ST01246,Biology,55
ST01246,Chemistry,65
ST01247,Mathematics,62
ST01247,English,51
ST01247,Amharic,53
ST01247,Biology,72
ST01247,Chemistry,58
ST01248,Mathematics,55
ST01248,English,63
ST01248,Amharic,75
ST01248,Biology,52
ST01248,Chemistry,94
ST01249,Mathematics,86
ST01249,English,79
ST01249,Amharic,63
ST01249,Biology,61
ST01249,Chemistry,53
ST01250,Mathematics,93
ST01250,English,66
ST01250,Amharic,58
ST01250,Biology,89
ST01250,Chemistry,98
ST01251,Mathematics,52
ST01251,English,78
ST01251,Amharic,88
ST01251,Biology,100
ST01251,Chemistry,66
ST01252,Mathematics,60
ST01252,English,79
ST01252,Amharic,50
ST01252,Biology,95
ST01252,Chemistry,99
ST01253,Mathematics,62
ST01253,English,77
ST01253,Amharic,79
ST01253,Biology,59
ST01253,Chemistry,63
ST01254,Mathematics,88
ST01254,English,49
ST01254,Amharic,49
ST01254,Biology,43
ST01254,Chemistry,59
ST01255,Mathematics,72
ST01255,English,61
ST01255,Amharic,94
ST01255,Biology,73
ST01255,Chemistry,80
ST01256,Mathematics,76
ST01256,English,70
ST01256,Amharic,74
ST01256,Biology,78
ST01256,Chemistry,61
ST01257,Mathematics,92
ST01257,English,53
ST01257,Amharic,98
ST01257,Biology,61
ST01257,Chemistry,91
ST01258,Mathematics,93
ST01258,English,96
ST01258,Amharic,94
ST01258,Biology,78
ST01258,Chemistry,63
ST01259,Mathematics,50
ST01259,English,74
ST01259,Amharic,75
ST01259,Biology,97
ST01259,Chemistry,44
ST01260,Mathematics,44
ST01260,English,59
ST01260,Amharic,100
ST01260,Biology,51
ST01260,Chemistry,72
ST01261,Mathematics,54
ST01261,English,71
ST01261,Amharic,86
ST01261,Biology,63
ST01261,Chemistry,79
ST01262,Mathematics,72
ST01262,English,69
ST01262,Amharic,100
ST01262,Biology,57
ST01262,Chemistry,49
ST01263,Mathematics,55
ST01263,English,59
ST01263,Amharic,53
ST01263,Biology,55
ST01263,Chemistry,84
ST01264,Mathematics,56
ST01264,English,88
ST01264,Amharic,81
ST01264,Biology,91
ST01264,Chemistry,64
ST01265,Mathematics,54
ST01265,English,83
ST01265,Amharic,95
ST01265,Biology,44
ST01265,Chemistry,62
ST01266,Mathematics,86
ST01266,English,93
ST01266,Amharic,55
ST01266,Biology,60
ST01266,Chemistry,80
ST01267,Mathematics,67
ST01267,English,64
ST01267,Amharic,94
ST01267,Biology,98
ST01267,Chemistry,55
ST01268,Mathematics,48
ST01268,English,74
ST01268,Amharic,54
ST01268,Biology,49
ST01268,Chemistry,82
ST01269,Mathematics,49
ST01269,English,48
ST01269,Amharic,49
ST01269,Biology,77
ST01269,Chemistry,72
ST01270,Mathematics,59
ST01270,English,44
ST01270,Amharic,100
ST01270,Biology,95
ST01270,Chemistry,57
ST01271,Mathematics,68
ST01271,English,62
ST01271,Amharic,81
ST01271,Biology,83
ST01271,Chemistry,99
ST01272,Mathematics,47
ST01272,English,81
ST01272,Amharic,79
ST01272,Biology,71
ST01272,Chemistry,41
ST01273,Mathematics,88
ST01273,English,57
ST01273,Amharic,94
ST01273,Biology,91
ST01273,Chemistry,97
ST01274,Mathematics,93
ST01274,English,65
ST01274,Amharic,90
ST01274,Biology,91
ST01274,Chemistry,86
ST01275,Mathematics,72
ST01275,English,89
ST01275,Amharic,41
ST01275,Biology,55
ST01275,Chemistry,96
ST01276,Mathematics,100
ST01276,English,87
ST01276,Amharic,66
ST01276,Biology,49
ST01276,Chemistry,49
ST01277,Mathematics,52
ST01277,English,61
ST01277,Amharic,77
ST01277,Biology,63
ST01277,Chemistry,47
ST01278,Mathematics,53
ST01278,English,74
ST01278,Amharic,48
ST01278,Biology,99
ST01278,Chemistry,81
ST01279,Mathematics,50
ST01279,English,48
ST01279,Amharic,98
ST01279,Biology,74
ST01279,Chemistry,61
ST01280,Mathematics,84
ST01280,English,63
ST01280,Amharic,88
ST01280,Biology,60
ST01280,Chemistry,43
ST01281,Mathematics,93
ST01281,English,64
ST01281,Amharic,94
ST01281,Biology,84
ST01281,Chemistry,58
ST01282,Mathematics,49
ST01282,English,41
ST01282,Amharic,63
ST01282,Biology,53
ST01282,Chemistry,75
ST01283,Mathematics,83
ST01283,English,74
ST01283,Amharic,67
ST01283,Biology,48
ST01283,Chemistry,88
ST01284,Mathematics,85
ST01284,English,85
ST01284,Amharic,60
ST01284,Biology,89
ST01284,Chemistry,66
ST01285,Mathematics,81
ST01285,English,64
ST01285,Amharic,83
ST01285,Biology,98
ST01285,Chemistry,97
ST01286,Mathematics,99
ST01286,English,45
ST01286,Amharic,71
ST01286,Biology,46
ST01286,Chemistry,40
ST01287,Mathematics,73
ST01287,English,88
ST01287,Amharic,100
ST01287,Biology,69
ST01287,Chemistry,70
ST01288,Mathematics,62
ST01288,English,82
ST01288,Amharic,62
ST01288,Biology,67
ST01288,Chemistry,67
ST01289,Mathematics,97
ST01289,English,80
ST01289,Amharic,45
ST01289,Biology,70
ST01289,Chemistry,53
ST01290,Mathematics,78
ST01290,English,93
ST01290,Amharic,59
ST01290,Biology,89
ST01290,Chemistry,92
ST01291,Mathematics,48
ST01291,English,82
ST01291,Amharic,88
ST01291,Biology,42
ST01291,Chemistry,52
ST01292,Mathematics,99
ST01292,English,62
ST01292,Amharic,92
ST01292,Biology,79
ST01292,Chemistry,61
ST01293,Mathematics,77
ST01293,English,54
ST01293,Amharic,59
ST01293,Biology,42
ST01293,Chemistry,86
ST01294,Mathematics,75
ST01294,English,63
ST01294,Amharic,41
ST01294,Biology,49
ST01294,Chemistry,57
ST01295,Mathematics,99
ST01295,English,95
ST01295,Amharic,65
ST01295,Biology,49
ST01295,Chemistry,68
ST01296,Mathematics,57
ST01296,English,94
ST01296,Amharic,84
ST01296,Biology,40
ST01296,Chemistry,91
ST01297,Mathematics,58
ST01297,English,58
ST01297,Amharic,87
ST01297,Biology,90
ST01297,Chemistry,84
ST01298,Mathematics,50
ST01298,English,99
ST01298,Amharic,44
ST01298,Biology,85
ST01298,Chemistry,91
ST01299,Mathematics,53
ST01299,English,44
ST01299,Amharic,83
ST01299,Biology,64
ST01299,Chemistry,85
ST01300,Mathematics,55
ST01300,English,51
ST01300,Amharic,49
ST01300,Biology,76
ST01300,Chemistry,87
ST01301,Mathematics,77
ST01301,English,99
ST01301,Amharic,85
ST01301,Biology,63
ST01301,Chemistry,50
ST01302,Mathematics,85
ST01302,English,94
ST01302,Amharic,94
ST01302,Biology,73
ST01302,Chemistry,93
ST01303,Mathematics,69
ST01303,English,92
ST01303,Amharic,49
ST01303,Biology,48
ST01303,Chemistry,52
ST01304,Mathematics,47
ST01304,English,100
ST01304,Amharic,51
ST01304,Biology,49
ST01304,Chemistry,50
ST01305,Mathematics,42
ST01305,English,59
ST01305,Amharic,60
ST01305,Biology,55
ST01305,Chemistry,40
ST01306,Mathematics,40
ST01306,English,72
ST01306,Amharic,50
ST01306,Biology,58
ST01306,Chemistry,97
ST01307,Mathematics,67
ST01307,English,73
ST01307,Amharic,57
ST01307,Biology,86
ST01307,Chemistry,83
ST01308,Mathematics,57
ST01308,English,70
ST01308,Amharic,41
ST01308,Biology,69
ST01308,Chemistry,80
ST01309,Mathematics,57
ST01309,English,65
ST01309,Amharic,64
ST01309,Biology,90
ST01309,Chemistry,50
ST01310,Mathematics,90
ST01310,English,93
ST01310,Amharic,58
ST01310,Biology,99
ST01310,Chemistry,59
ST01311,Mathematics,64
ST01311,English,88
ST01311,Amharic,84
ST01311,Biology,64
ST01311,Chemistry,82
ST01312,Mathematics,54
ST01312,English,91
ST01312,Amharic,85
ST01312,Biology,75
ST01312,Chemistry,92
ST01313,Mathematics,55
ST01313,English,90
ST01313,Amharic,43
ST01313,Biology,73
ST01313,Chemistry,79
ST01314,Mathematics,83
ST01314,English,71
ST01314,Amharic,79
ST01314,Biology,85
ST01314,Chemistry,85
ST01315,Mathematics,56
ST01315,English,52
ST01315,Amharic,70
ST01315,Biology,67
ST01315,Chemistry,98
ST01316,Mathematics,48
ST01316,English,77
ST01316,Amharic,62
ST01316,Biology,67
ST01316,Chemistry,40
ST01317,Mathematics,59
ST01317,English,93
ST01317,Amharic,81
ST01317,Biology,57
ST01317,Chemistry,70
ST01318,Mathematics,100
ST01318,English,78
ST01318,Amharic,80
ST01318,Biology,44
ST01318,Chemistry,83
ST01319,Mathematics,58
ST01319,English,79
ST01319,Amharic,93
ST01319,Biology,87
ST01319,Chemistry,90
ST01320,Mathematics,70
ST01320,English,51
ST01320,Amharic,54
ST01320,Biology,52
ST01320,Chemistry,99
ST01321,Mathematics,64
ST01321,English,51
ST01321,Amharic,68
ST01321,Biology,89
ST01321,Chemistry,92
ST01322,Mathematics,41
ST01322,English,46
ST01322,Amharic,64
ST01322,Biology,42
ST01322,Chemistry,96
ST01323,Mathematics,93
ST01323,English,85
ST01323,Amharic,52
ST01323,Biology,72
ST01323,Chemistry,98
ST01324,Mathematics,53
ST01324,English,68
ST01324,Amharic,96
ST01324,Biology,79
ST01324,Chemistry,47
ST01325,Mathematics,99
ST01325,English,85
ST01325,Amharic,97
ST01325,Biology,42
ST01325,Chemistry,97
ST01326,Mathematics,43
ST01326,English,61
ST01326,Amharic,68
ST01326,Biology,99
ST01326,Chemistry,59
ST01327,Mathematics,66
ST01327,English,60
ST01327,Amharic,96
ST01327,Biology,71
ST01327,Chemistry,98
ST01328,Mathematics,61
ST01328,English,52
ST01328,Amharic,59
ST01328,Biology,47
ST01328,Chemistry,42
ST01329,Mathematics,97
ST01329,English,49
ST01329,Amharic,50
ST01329,Biology,77
ST01329,Chemistry,69
ST01330,Mathematics,41
ST01330,English,51
ST01330,Amharic,86
ST01330,Biology,88
ST01330,Chemistry,96
ST01331,Mathematics,79
ST01331,English,83
ST01331,Amharic,83
ST01331,Biology,43
ST01331,Chemistry,90
ST01332,Mathematics,100
ST01332,English,66
ST01332,Amharic,93
ST01332,Biology,72
ST01332,Chemistry,46
ST01333,Mathematics,45
ST01333,English,68
ST01333,Amharic,84
ST01333,Biology,80
ST01333,Chemistry,57
ST01334,Mathematics,67
ST01334,English,88
ST01334,Amharic,99
ST01334,Biology,41
ST01334,Chemistry,82
ST01335,Mathematics,48
ST01335,English,45
ST01335,Amharic,56
ST01335,Biology,42
ST01335,Chemistry,91
ST01336,Mathematics,97
ST01336,English,72
ST01336,Amharic,60
ST01336,Biology,87
ST01336,Chemistry,73
ST01337,Mathematics,52
ST01337,English,89
ST01337,Amharic,91
ST01337,Biology,61
ST01337,Chemistry,70
ST01338,Mathematics,46
ST01338,English,55
ST01338,Amharic,74
ST01338,Biology,65
ST01338,Chemistry,55
ST01339,Mathematics,64
ST01339,English,48
ST01339,Amharic,92
ST01339,Biology,86
ST01339,Chemistry,74
ST01340,Mathematics,46
ST01340,English,88
ST01340,Amharic,68
ST01340,Biology,90
ST01340,Chemistry,56
ST01341,Mathematics,41
ST01341,English,98
ST01341,Amharic,99
ST01341,Biology,81
ST01341,Chemistry,88
ST01342,Mathematics,45
ST01342,English,77
ST01342,Amharic,63
ST01342,Biology,51
ST01342,Chemistry,47
ST01343,Mathematics,89
ST01343,English,44
ST01343,Amharic,60
ST01343,Biology,51
ST01343,Chemistry,47
ST01344,Mathematics,59
ST01344,English,84
ST01344,Amharic,69
ST01344,Biology,63
ST01344,Chemistry,61
ST01345,Mathematics,73
ST01345,English,69
ST01345,Amharic,45
ST01345,Biology,57
ST01345,Chemistry,67
ST01346,Mathematics,91
ST01346,English,84
ST01346,Amharic,77
ST01346,Biology,88
ST01346,Chemistry,98
ST01347,Mathematics,72
ST01347,English,77
ST01347,Amharic,78
ST01347,Biology,46
ST01347,Chemistry,43
ST01348,Mathematics,75
ST01348,English,50
ST01348,Amharic,41
ST01348,Biology,53
ST01348,Chemistry,62
ST01349,Mathematics,95
ST01349,English,63
ST01349,Amharic,75
ST01349,Biology,79
ST01349,Chemistry,90
ST01350,Mathematics,94
ST01350,English,77
ST01350,Amharic,55
ST01350,Biology,79
ST01350,Chemistry,82
ST01351,Mathematics,95
ST01351,English,77
ST01351,Amharic,83
ST01351,Biology,56
ST01351,Chemistry,94
ST01352,Mathematics,83
ST01352,English,92
ST01352,Amharic,72
ST01352,Biology,81
ST01352,Chemistry,65
ST01353,Mathematics,77
ST01353,English,100
ST01353,Amharic,60
ST01353,Biology,47
ST01353,Chemistry,92
ST01354,Mathematics,77
ST01354,English,81
ST01354,Amharic,47
ST01354,Biology,66
ST01354,Chemistry,45
ST01355,Mathematics,88
ST01355,English,89
ST01355,Amharic,41
ST01355,Biology,88
ST01355,Chemistry,46
ST01356,Mathematics,70
ST01356,English,88
ST01356,Amharic,85
ST01356,Biology,41
ST01356,Chemistry,71
ST01357,Mathematics,78
ST01357,English,88
ST01357,Amharic,43
ST01357,Biology,93
ST01357,Chemistry,46
ST01358,Mathematics,59
ST01358,English,83
ST01358,Amharic,62
ST01358,Biology,46
ST01358,Chemistry,52
ST01359,Mathematics,82
ST01359,English,68
ST01359,Amharic,46
ST01359,Biology,40
ST01359,Chemistry,87
ST01360,Mathematics,40
ST01360,English,50
ST01360,Amharic,52
ST01360,Biology,99
ST01360,Chemistry,65
ST01361,Mathematics,64
ST01361,English,92
ST01361,Amharic,83
ST01361,Biology,66
ST01361,Chemistry,58
ST01362,Mathematics,100
ST01362,English,85
ST01362,Amharic,56
ST01362,Biology,70
ST01362,Chemistry,63
ST01363,Mathematics,42
ST01363,English,41
ST01363,Amharic,52
ST01363,Biology,59
ST01363,Chemistry,98
ST01364,Mathematics,97
ST01364,English,40
ST01364,Amharic,86
ST01364,Biology,42
ST01364,Chemistry,47
ST01365,Mathematics,99
ST01365,English,47
ST01365,Amharic,73
ST01365,Biology,67
ST01365,Chemistry,85
ST01366,Mathematics,42
ST01366,English,58
ST01366,Amharic,76
ST01366,Biology,100
ST01366,Chemistry,46
ST01367,Mathematics,52
ST01367,English,58
ST01367,Amharic,53
ST01367,Biology,68
ST01367,Chemistry,47
ST01368,Mathematics,61
ST01368,English,84
ST01368,Amharic,88
ST01368,Biology,75
ST01368,Chemistry,56
ST01369,Mathematics,51
ST01369,English,93
ST01369,Amharic,79
ST01369,Biology,86
ST01369,Chemistry,87
ST01370,Mathematics,85
ST01370,English,95
ST01370,Amharic,60
ST01370,Biology,63
ST01370,Chemistry,73
ST01371,Mathematics,49
ST01371,English,62
ST01371,Amharic,94
ST01371,Biology,100
ST01371,Chemistry,94
ST01372,Mathematics,65
ST01372,English,60
ST01372,Amharic,63
ST01372,Biology,99
ST01372,Chemistry,100
ST01373,Mathematics,94
ST01373,English,86
ST01373,Amharic,77
ST01373,Biology,64
ST01373,Chemistry,53
ST01374,Mathematics,86
ST01374,English,47
ST01374,Amharic,55
ST01374,Biology,96
ST01374,Chemistry,55
ST01375,Mathematics,99
ST01375,English,46
ST01375,Amharic,74
ST01375,Biology,73
ST01375,Chemistry,84
ST01376,Mathematics,45
ST01376,English,41
ST01376,Amharic,65
ST01376,Biology,60
ST01376,Chemistry,68
ST01377,Mathematics,91
ST01377,English,95
ST01377,Amharic,97
ST01377,Biology,90
ST01377,Chemistry,47
ST01378,Mathematics,40
ST01378,English,68
ST01378,Amharic,77
ST01378,Biology,90
ST01378,Chemistry,47
ST01379,Mathematics,87
ST01379,English,58
ST01379,Amharic,76
ST01379,Biology,69
ST01379,Chemistry,65
ST01380,Mathematics,82
ST01380,English,47
ST01380,Amharic,59
ST01380,Biology,63
ST01380,Chemistry,61
ST01381,Mathematics,41
ST01381,English,41
ST01381,Amharic,49
ST01381,Biology,49
ST01381,Chemistry,100
ST01382,Mathematics,59
ST01382,English,51
ST01382,Amharic,84
ST01382,Biology,55
ST01382,Chemistry,61
ST01383,Mathematics,91
ST01383,English,51
ST01383,Amharic,70
ST01383,Biology,62
ST01383,Chemistry,59
ST01384,Mathematics,93
ST01384,English,46
ST01384,Amharic,88
ST01384,Biology,85
ST01384,Chemistry,90
ST01385,Mathematics,81
ST01385,English,49
ST01385,Amharic,88
ST01385,Biology,100
ST01385,Chemistry,56
ST01386,Mathematics,61
ST01386,English,97
ST01386,Amharic,47
ST01386,Biology,50
ST01386,Chemistry,54
ST01387,Mathematics,94
ST01387,English,69
ST01387,Amharic,59
ST01387,Biology,90
ST01387,Chemistry,75
ST01388,Mathematics,73
ST01388,English,51
ST01388,Amharic,42
ST01388,Biology,61
ST01388,Chemistry,43
ST01389,Mathematics,82
ST01389,English,64
ST01389,Amharic,66
ST01389,Biology,67
ST01389,Chemistry,41
ST01390,Mathematics,75
ST01390,English,53
ST01390,Amharic,82
ST01390,Biology,63
ST01390,Chemistry,90
ST01391,Mathematics,62
ST01391,English,46
ST01391,Amharic,83
ST01391,Biology,85
ST01391,Chemistry,81
ST01392,Mathematics,77
ST01392,English,47
ST01392,Amharic,64
ST01392,Biology,79
ST01392,Chemistry,45
ST01393,Mathematics,61
ST01393,English,77
ST01393,Amharic,58
ST01393,Biology,84
ST01393,Chemistry,62
ST01394,Mathematics,51
ST01394,English,98
ST01394,Amharic,71
ST01394,Biology,41
ST01394,Chemistry,49
ST01395,Mathematics,72
ST01395,English,81
ST01395,Amharic,73
ST01395,Biology,96
ST01395,Chemistry,45
ST01396,Mathematics,94
ST01396,English,75
ST01396,Amharic,95
ST01396,Biology,67
ST01396,Chemistry,48
ST01397,Mathematics,68
ST01397,English,71
ST01397,Amharic,42
ST01397,Biology,59
ST01397,Chemistry,99
ST01398,Mathematics,41
ST01398,English,94
ST01398,Amharic,64
ST01398,Biology,79
ST01398,Chemistry,61
ST01399,Mathematics,61
ST01399,English,57
ST01399,Amharic,58
ST01399,Biology,70
ST01399,Chemistry,84
ST01400,Mathematics,72
ST01400,English,91
ST01400,Amharic,100
ST01400,Biology,93
ST01400,Chemistry,40
ST01401,Mathematics,51
ST01401,English,92
ST01401,Amharic,77
ST01401,Biology,44
ST01401,Chemistry,93
ST01402,Mathematics,75
ST01402,English,95
ST01402,Amharic,74
ST01402,Biology,63
ST01402,Chemistry,55
ST01403,Mathematics,49
ST01403,English,86
ST01403,Amharic,77
ST01403,Biology,98
ST01403,Chemistry,41
ST01404,Mathematics,78
ST01404,English,62
ST01404,Amharic,87
ST01404,Biology,54
ST01404,Chemistry,82
ST01405,Mathematics,41
ST01405,English,67
ST01405,Amharic,84
ST01405,Biology,89
ST01405,Chemistry,100
ST01406,Mathematics,80
ST01406,English,85
ST01406,Amharic,48
ST01406,Biology,48
ST01406,Chemistry,59
ST01407,Mathematics,89
ST01407,English,53
ST01407,Amharic,77
ST01407,Biology,95
ST01407,Chemistry,48
ST01408,Mathematics,88
ST01408,English,51
ST01408,Amharic,78
ST01408,Biology,87
ST01408,Chemistry,73
ST01409,Mathematics,73
ST01409,English,93
ST01409,Amharic,47
ST01409,Biology,93
ST01409,Chemistry,61
ST01410,Mathematics,50
ST01410,English,57
ST01410,Amharic,45
ST01410,Biology,97
ST01410,Chemistry,54
ST01411,Mathematics,100
ST01411,English,86
ST01411,Amharic,78
ST01411,Biology,46
ST01411,Chemistry,69
ST01412,Mathematics,94
ST01412,English,74
ST01412,Amharic,63
ST01412,Biology,63
ST01412,Chemistry,89
ST01413,Mathematics,75
ST01413,English,51
ST01413,Amharic,46
ST01413,Biology,61
ST01413,Chemistry,84
ST01414,Mathematics,65
ST01414,English,81
ST01414,Amharic,62
ST01414,Biology,92
ST01414,Chemistry,83
ST01415,Mathematics,84
ST01415,English,81
ST01415,Amharic,82
ST01415,Biology,79
ST01415,Chemistry,68
ST01416,Mathematics,88
ST01416,English,92
ST01416,Amharic,96
ST01416,Biology,49
ST01416,Chemistry,75
ST01417,Mathematics,53
ST01417,English,63
ST01417,Amharic,88
ST01417,Biology,85
ST01417,Chemistry,52
ST01418,Mathematics,60
ST01418,English,71
ST01418,Amharic,53
ST01418,Biology,86
ST01418,Chemistry,50
ST01419,Mathematics,58
ST01419,English,53
ST01419,Amharic,89
ST01419,Biology,72
ST01419,Chemistry,43
ST01420,Mathematics,43
ST01420,English,99
ST01420,Amharic,93
ST01420,Biology,44
ST01420,Chemistry,55
ST01421,Mathematics,81
ST01421,English,56
ST01421,Amharic,58
ST01421,Biology,70
ST01421,Chemistry,72
ST01422,Mathematics,72
ST01422,English,52
ST01422,Amharic,46
ST01422,Biology,93
ST01422,Chemistry,40
ST01423,Mathematics,83
ST01423,English,63
ST01423,Amharic,54
ST01423,Biology,71
ST01423,Chemistry,81
ST01424,Mathematics,60
ST01424,English,100
ST01424,Amharic,70
ST01424,Biology,60
ST01424,Chemistry,67
ST01425,Mathematics,72
ST01425,English,80
ST01425,Amharic,58
ST01425,Biology,81
ST01425,Chemistry,72
ST01426,Mathematics,51
ST01426,English,79
ST01426,Amharic,57
ST01426,Biology,96
ST01426,Chemistry,66
ST01427,Mathematics,45
ST01427,English,67
ST01427,Amharic,47
ST01427,Biology,95
ST01427,Chemistry,65
ST01428,Mathematics,89
ST01428,English,43
ST01428,Amharic,77
ST01428,Biology,46
ST01428,Chemistry,79
ST01429,Mathematics,70
ST01429,English,46
ST01429,Amharic,79
ST01429,Biology,44
ST01429,Chemistry,68
ST01430,Mathematics,88
ST01430,English,40
ST01430,Amharic,64
ST01430,Biology,49
ST01430,Chemistry,71
ST01431,Mathematics,68
ST01431,English,83
ST01431,Amharic,82
ST01431,Biology,69
ST01431,Chemistry,62
ST01432,Mathematics,71
ST01432,English,54
ST01432,Amharic,48
ST01432,Biology,98
ST01432,Chemistry,89
ST01433,Mathematics,64
ST01433,English,99
ST01433,Amharic,75
ST01433,Biology,69
ST01433,Chemistry,85
ST01434,Mathematics,91
ST01434,English,44
ST01434,Amharic,91
ST01434,Biology,66
ST01434,Chemistry,99
ST01435,Mathematics,61
ST01435,English,94
ST01435,Amharic,62
ST01435,Biology,72
ST01435,Chemistry,65
ST01436,Mathematics,80
ST01436,English,78
ST01436,Amharic,92
ST01436,Biology,44
ST01436,Chemistry,89
ST01437,Mathematics,64
ST01437,English,44
ST01437,Amharic,65
ST01437,Biology,55
ST01437,Chemistry,65
ST01438,Mathematics,65
ST01438,English,78
ST01438,Amharic,87
ST01438,Biology,64
ST01438,Chemistry,43
ST01439,Mathematics,74
ST01439,English,68
ST01439,Amharic,91
ST01439,Biology,54
ST01439,Chemistry,51
ST01440,Mathematics,87
ST01440,English,68
ST01440,Amharic,73
ST01440,Biology,82
ST01440,Chemistry,48
ST01441,Mathematics,49
ST01441,English,48
ST01441,Amharic,85
ST01441,Biology,96
ST01441,Chemistry,70
ST01442,Mathematics,44
ST01442,English,41
ST01442,Amharic,65
ST01442,Biology,66
ST01442,Chemistry,60
ST01443,Mathematics,85
ST01443,English,66
ST01443,Amharic,52
ST01443,Biology,58
ST01443,Chemistry,56
ST01444,Mathematics,42
ST01444,English,44
ST01444,Amharic,76
ST01444,Biology,41
ST01444,Chemistry,99
ST01445,Mathematics,63
ST01445,English,90
ST01445,Amharic,45
ST01445,Biology,69
ST01445,Chemistry,79
ST01446,Mathematics,58
ST01446,English,58
ST01446,Amharic,64
ST01446,Biology,79
ST01446,Chemistry,79
ST01447,Mathematics,85
ST01447,English,77
ST01447,Amharic,71
ST01447,Biology,47
ST01447,Chemistry,59
ST01448,Mathematics,70
ST01448,English,92
ST01448,Amharic,80
ST01448,Biology,87
ST01448,Chemistry,62
ST01449,Mathematics,62
ST01449,English,99
ST01449,Amharic,44
ST01449,Biology,69
ST01449,Chemistry,99
ST01450,Mathematics,89
ST01450,English,63
ST01450,Amharic,62
ST01450,Biology,60
ST01450,Chemistry,51
ST01451,Mathematics,71
ST01451,English,90
ST01451,Amharic,63
ST01451,Biology,97
ST01451,Chemistry,83
ST01452,Mathematics,66
ST01452,English,71
ST01452,Amharic,44
ST01452,Biology,53
ST01452,Chemistry,74
ST01453,Mathematics,92
ST01453,English,48
ST01453,Amharic,74
ST01453,Biology,63
ST01453,Chemistry,45
ST01454,Mathematics,62
ST01454,English,57
ST01454,Amharic,76
ST01454,Biology,53
ST01454,Chemistry,49
ST01455,Mathematics,51
ST01455,English,58
ST01455,Amharic,79
ST01455,Biology,66
ST01455,Chemistry,72
ST01456,Mathematics,42
ST01456,English,56
ST01456,Amharic,97
ST01456,Biology,98
ST01456,Chemistry,83
ST01457,Mathematics,87
ST01457,English,47
ST01457,Amharic,67
ST01457,Biology,42
ST01457,Chemistry,51
ST01458,Mathematics,95
ST01458,English,47
ST01458,Amharic,83
ST01458,Biology,71
ST01458,Chemistry,61
ST01459,Mathematics,59
ST01459,English,94
ST01459,Amharic,85
ST01459,Biology,67
ST01459,Chemistry,67
ST01460,Mathematics,49
ST01460,English,92
ST01460,Amharic,68
ST01460,Biology,71
ST01460,Chemistry,53
ST01461,Mathematics,55
ST01461,English,52
ST01461,Amharic,67
ST01461,Biology,49
ST01461,Chemistry,53
ST01462,Mathematics,98
ST01462,English,49
ST01462,Amharic,62
ST01462,Biology,98
ST01462,Chemistry,100
ST01463,Mathematics,65
ST01463,English,88
ST01463,Amharic,52
ST01463,Biology,54
ST01463,Chemistry,46
ST01464,Mathematics,49
ST01464,English,51
ST01464,Amharic,71
ST01464,Biology,77
ST01464,Chemistry,86
ST01465,Mathematics,42
ST01465,English,92
ST01465,Amharic,99
ST01465,Biology,80
ST01465,Chemistry,41
ST01466,Mathematics,43
ST01466,English,58
ST01466,Amharic,83
ST01466,Biology,96
ST01466,Chemistry,95
ST01467,Mathematics,74
ST01467,English,55
ST01467,Amharic,87
ST01467,Biology,60
ST01467,Chemistry,79
ST01468,Mathematics,65
ST01468,English,51
ST01468,Amharic,52
ST01468,Biology,71
ST01468,Chemistry,85
ST01469,Mathematics,84
ST01469,English,49
ST01469,Amharic,47
ST01469,Biology,89
ST01469,Chemistry,45
ST01470,Mathematics,91
ST01470,English,51
ST01470,Amharic,48
ST01470,Biology,63
ST01470,Chemistry,60
ST01471,Mathematics,43
ST01471,English,57
ST01471,Amharic,77
ST01471,Biology,81
ST01471,Chemistry,71
ST01472,Mathematics,75
ST01472,English,73
ST01472,Amharic,67
ST01472,Biology,57
ST01472,Chemistry,42
ST01473,Mathematics,79
ST01473,English,63
ST01473,Amharic,92
ST01473,Biology,60
ST01473,Chemistry,49
ST01474,Mathematics,58
ST01474,English,44
ST01474,Amharic,88
ST01474,Biology,57
ST01474,Chemistry,79
ST01475,Mathematics,58
ST01475,English,46
ST01475,Amharic,100
ST01475,Biology,65
ST01475,Chemistry,53
ST01476,Mathematics,88
ST01476,English,63
ST01476,Amharic,77
ST01476,Biology,73
ST01476,Chemistry,57
ST01477,Mathematics,43
ST01477,English,98
ST01477,Amharic,56
ST01477,Biology,83
ST01477,Chemistry,89
ST01478,Mathematics,71
ST01478,English,86
ST01478,Amharic,52
ST01478,Biology,78
ST01478,Chemistry,63
ST01479,Mathematics,92
ST01479,English,41
ST01479,Amharic,59
ST01479,Biology,81
ST01479,Chemistry,43
ST01480,Mathematics,88
ST01480,English,70
ST01480,Amharic,60
ST01480,Biology,72
ST01480,Chemistry,69
ST01481,Mathematics,83
ST01481,English,58
ST01481,Amharic,43
ST01481,Biology,43
ST01481,Chemistry,64
ST01482,Mathematics,89
ST01482,English,92
ST01482,Amharic,68
ST01482,Biology,79
ST01482,Chemistry,85
ST01483,Mathematics,40
ST01483,English,43
ST01483,Amharic,60
ST01483,Biology,63
ST01483,Chemistry,74
ST01484,Mathematics,94
ST01484,English,71
ST01484,Amharic,86
ST01484,Biology,86
ST01484,Chemistry,55
ST01485,Mathematics,87
ST01485,English,98
ST01485,Amharic,41
ST01485,Biology,64
ST01485,Chemistry,88
ST01486,Mathematics,62
ST01486,English,44
ST01486,Amharic,85
