student_id,date,status
ST01544,2025-12-19,Present
ST00270,2025-09-11,Absent
ST01547,2025-12-20,Present
ST02370,2025-11-06,Late
ST01937,2025-10-22,Absent
ST03074,2025-11-06,Present
ST02637,2025-10-19,Late
ST02141,2025-11-26,Late
ST03782,2025-09-06,Present
ST04331,2025-11-02,Late
ST01388,2025-09-20,Late
ST00842,2025-11-03,Present
ST02865,2025-11-20,Absent
ST02153,2025-12-29,Late
ST02038,2025-10-01,Late
ST03456,2025-12-22,Present
ST04788,2025-10-26,Absent
ST04496,2025-11-12,Absent
ST04423,2025-09-08,Absent
ST04645,2025-10-17,Absent
ST01998,2025-11-17,Absent
ST03446,2025-12-08,Late
ST01243,2025-12-02,Absent
ST04379,2025-10-01,Present
ST02895,2025-09-05,Late
ST01548,2025-09-07,Late
ST04694,2025-10-22,Present
ST04629,2025-11-10,Late
ST04728,2025-09-24,Present
ST03909,2025-09-13,Present
ST03990,2025-10-13,Present
ST01977,2025-09-03,Present
ST02367,2025-12-23,Present
ST02060,2025-10-25,Absent
ST04977,2025-09-30,Late
ST03194,2025-11-26,Late
ST01221,2025-12-14,Absent
ST03946,2025-09-05,Late
ST02511,2025-10-24,Absent
ST04106,2025-09-10,Present
ST00777,2025-09-07,Present
ST03244,2025-10-02,Absent
ST00900,2025-11-12,Absent
ST03120,2025-12-09,Late
ST00659,2025-10-28,Present
ST00687,2025-09-11,Late
ST02751,2025-10-07,Absent
ST02678,2025-11-28,Present
ST04153,2025-11-02,Present
ST04183,2025-12-13,Late
ST02764,2025-09-01,Absent
ST01469,2025-11-16,Late
ST03926,2025-09-06,Present
ST01032,2025-09-23,Present
ST02570,2025-11-14,Late
ST00867,2025-11-05,Late
ST02813,2025-09-08,Present
ST02123,2025-10-16,Late
ST03648,2025-10-28,Late
ST01378,2025-10-28,Absent
ST02166,2025-09-20,Late
ST00200,2025-12-13,Present
ST01863,2025-09-09,Late
ST01057,2025-09-23,Absent
ST01570,2025-10-07,Present
ST00136,2025-11-28,Absent
ST01194,2025-09-25,Late
ST00068,2025-12-10,Present
ST03056,2025-10-31,Late
ST00780,2025-11-20,Present
ST03971,2025-11-16,Late
ST03547,2025-09-02,Present
ST04205,2025-10-08,Absent
ST03409,2025-09-17,Present
ST00542,2025-12-29,Absent
ST00167,2025-12-05,Late
ST02388,2025-12-22,Present
ST03852,2025-10-15,Late
ST00728,2025-10-26,Absent
ST03448,2025-12-18,Late
ST01933,2025-11-05,Late
ST03427,2025-11-18,Present
ST02334,2025-12-08,Present
ST00339,2025-09-03,Absent
ST00082,2025-11-03,Present
ST03607,2025-09-20,Present
ST00636,2025-12-28,Absent
ST03829,2025-10-18,Absent
ST02959,2025-09-08,Present
ST02717,2025-11-11,Present
ST04578,2025-11-07,Present
ST02908,2025-11-25,Late
ST01463,2025-11-29,Absent
ST01709,2025-10-26,Absent
ST01200,2025-10-10,Late
ST00621,2025-12-29,Late
ST00866,2025-10-31,Present
ST00802,2025-12-06,Absent
ST04689,2025-12-19,Late
ST04648,2025-11-02,Absent
ST01869,2025-12-13,Absent
ST00127,2025-10-02,Absent
ST02623,2025-10-23,Absent
ST02632,2025-09-18,Absent
ST01824,2025-12-27,Late
ST03350,2025-10-09,Late
ST01325,2025-12-20,Absent
ST00371,2025-12-16,Late
ST01252,2025-10-22,Absent
ST04070,2025-12-03,Absent
ST00999,2025-11-19,Absent
ST01254,2025-10-31,Absent
ST03932,2025-10-20,Absent
ST00065,2025-10-24,Late
ST04236,2025-09-24,Late
ST01539,2025-09-30,Late
ST00827,2025-09-19,Late
ST00394,2025-10-25,Present
ST00740,2025-11-11,Late
ST03976,2025-09-25,Absent
ST03688,2025-09-03,Present
ST04411,2025-09-29,Present
ST02729,2025-10-04,Present
ST01491,2025-09-08,Absent
ST03148,2025-11-18,Absent
ST01292,2025-12-05,Late
ST03608,2025-10-06,Present
ST01270,2025-10-14,Present
ST01541,2025-09-20,Late
ST01961,2025-09-02,Late
ST00484,2025-10-08,Absent
ST04307,2025-09-25,Absent
ST02951,2025-12-28,Late
ST00760,2025-10-13,Present
ST03760,2025-10-10,Late
ST04166,2025-11-02,Absent
ST01168,2025-10-29,Late
ST02731,2025-09-22,Present
ST04688,2025-12-20,Absent
ST03839,2025-10-13,Present
ST03077,2025-10-28,Absent
ST03086,2025-12-07,Late
ST01706,2025-11-20,Late
ST00813,2025-12-09,Present
ST03324,2025-09-04,Late
ST01670,2025-11-24,Present
ST02696,2025-09-09,Present
ST04910,2025-09-15,Present
ST02435,2025-12-22,Absent
ST00158,2025-09-09,Absent
ST03701,2025-11-11,Late
ST04835,2025-09-23,Present
ST03667,2025-11-18,Late
ST01868,2025-12-23,Present
ST03066,2025-11-22,Absent
ST02787,2025-12-26,Present
ST01145,2025-10-14,Absent
ST01103,2025-11-22,Absent
ST00328,2025-09-03,Late
ST01586,2025-09-29,Absent
ST00327,2025-09-24,Present
ST00245,2025-12-20,Late
ST01243,2025-11-24,Late
ST02136,2025-11-06,Present
ST01605,2025-11-30,Late
ST03825,2025-12-07,Late
ST03533,2025-09-08,Late
ST04316,2025-10-08,Absent
ST01155,2025-09-04,Late
ST00475,2025-11-19,Present
ST02517,2025-12-14,Absent
ST03669,2025-10-16,Present
ST02510,2025-10-05,Absent
ST01202,2025-11-16,Late
ST04471,2025-11-13,Late
ST02072,2025-10-14,Present
ST02229,2025-12-10,Late
ST03521,2025-10-28,Late
ST00311,2025-09-04,Absent
ST01591,2025-12-15,Absent
ST01513,2025-12-15,Present
ST00148,2025-09-12,Absent
ST01286,2025-10-22,Late
ST04462,2025-11-10,Late
ST03892,2025-11-19,Present
ST04412,2025-09-07,Absent
ST00946,2025-12-15,Present
ST00231,2025-09-04,Late
ST01609,2025-11-22,Absent
ST03473,2025-10-21,Absent
ST02948,2025-10-11,Present
ST03631,2025-09-23,Late
ST03446,2025-10-04,Absent
ST04618,2025-10-22,Present
ST03091,2025-12-08,Absent
ST04914,2025-09-15,Absent
ST01884,2025-11-23,Absent
ST03517,2025-09-22,Late
ST04908,2025-12-26,Present
ST01750,2025-12-01,Absent
ST02607,2025-09-05,Absent
ST04514,2025-09-17,Absent
ST03390,2025-11-28,Absent
ST03081,2025-12-11,Absent
ST00548,2025-11-10,Present
ST01290,2025-11-28,Present
ST00090,2025-10-28,Present
ST04631,2025-10-21,Present
ST04322,2025-10-26,Late
ST03386,2025-11-12,Absent
ST01873,2025-09-10,Absent
ST04216,2025-11-14,Present
ST04430,2025-12-18,Absent
ST03303,2025-10-19,Present
ST00121,2025-09-24,Absent
ST03955,2025-12-06,Late
ST01655,2025-12-30,Absent
ST02407,2025-09-09,Present
ST02400,2025-09-16,Absent
ST01422,2025-10-22,Absent
ST01094,2025-09-19,Late
ST04297,2025-09-01,Late
ST03346,2025-10-07,Present
ST00169,2025-10-25,Present
ST03504,2025-10-09,Late
ST00984,2025-11-21,Present
ST02850,2025-12-12,Present
ST04407,2025-10-27,Absent
ST02120,2025-10-01,Late
ST01521,2025-10-31,Present
ST03371,2025-10-27,Present
ST04840,2025-11-19,Present
ST02742,2025-11-23,Late
ST01802,2025-12-04,Present
ST04985,2025-11-08,Late
ST00943,2025-11-09,Absent
ST04688,2025-11-27,Present
ST04666,2025-12-02,Present
ST03400,2025-11-26,Late
ST03153,2025-11-05,Absent
ST01658,2025-11-29,Present
ST00573,2025-12-17,Absent
ST03996,2025-09-20,Absent
ST01551,2025-11-28,Present
ST02492,2025-09-28,Present
ST02636,2025-12-11,Present
ST03925,2025-10-29,Absent
ST01585,2025-09-14,Late
ST04451,2025-09-28,Late
ST03053,2025-11-19,Present
ST01831,2025-10-18,Late
ST02044,2025-12-12,Late
ST01057,2025-12-09,Absent
ST04636,2025-09-05,Absent
ST01468,2025-10-14,Absent
ST01121,2025-12-22,Absent
ST00223,2025-10-10,Present
ST01815,2025-12-14,Present
ST03308,2025-12-26,Present
ST03296,2025-12-28,Late
ST01901,2025-09-17,Late
ST00332,2025-09-10,Absent
ST03887,2025-11-10,Late
ST01873,2025-11-12,Present
ST00316,2025-10-01,Present
ST00089,2025-12-12,Absent
ST04036,2025-11-28,Late
ST03392,2025-11-20,Present
ST03715,2025-10-10,Late
ST03479,2025-10-11,Present
ST04991,2025-11-21,Late
ST04725,2025-09-13,Present
ST04532,2025-10-09,Absent
ST04015,2025-11-21,Late
ST02425,2025-11-12,Late
ST04246,2025-12-02,Late
ST04528,2025-12-13,Late
ST02170,2025-11-22,Absent
ST03790,2025-11-07,Present
ST04996,2025-10-08,Present
ST01367,2025-11-09,Late
ST01048,2025-11-01,Absent
ST04184,2025-12-02,Late
ST04261,2025-11-27,Late
ST00012,2025-09-16,Late
ST00459,2025-10-08,Present
ST00513,2025-12-18,Absent
ST03436,2025-12-09,Absent
ST04666,2025-09-07,Late
ST02652,2025-09-22,Late
ST02576,2025-09-08,Late
ST00438,2025-12-10,Absent
ST04466,2025-10-25,Absent
ST03824,2025-11-05,Present
ST00966,2025-09-17,Late
ST01221,2025-10-17,Absent
ST03387,2025-11-19,Late
ST01091,2025-10-20,Late
ST04925,2025-09-16,Absent
ST01413,2025-10-30,Late
ST01091,2025-10-28,Absent
ST02937,2025-11-04,Late
ST00989,2025-11-21,Absent
ST04093,2025-11-13,Present
ST04145,2025-11-29,Absent
ST02025,2025-12-14,Absent
ST00626,2025-10-21,Absent
ST00314,2025-10-04,Present
ST00696,2025-11-16,Present
ST04260,2025-09-29,Present
ST01963,2025-09-26,Absent
ST00503,2025-10-29,Present
ST00249,2025-12-09,Present
ST04794,2025-09-29,Present
ST03011,2025-11-12,Present
ST02931,2025-09-07,Late
ST00898,2025-09-28,Present
ST04790,2025-10-28,Absent
ST01565,2025-11-04,Absent
ST00050,2025-10-28,Present
ST01081,2025-09-12,Present
ST02176,2025-10-08,Present
ST02439,2025-10-05,Late
ST03704,2025-10-03,Present
ST03583,2025-11-07,Late
ST02791,2025-09-01,Late
ST04421,2025-09-10,Late
ST01851,2025-12-09,Absent
ST03557,2025-11-06,Late
ST00502,2025-09-01,Absent
ST00514,2025-12-05,Late
ST03896,2025-10-11,Absent
ST04118,2025-09-09,Present
ST02890,2025-11-29,Absent
ST00715,2025-11-30,Present
ST02493,2025-10-23,Present
ST00612,2025-12-29,Present
ST00012,2025-11-06,Present
ST04716,2025-10-09,Present
ST04418,2025-12-10,Late
ST00791,2025-12-06,Absent
ST01803,2025-11-10,Absent
ST04144,2025-09-02,Absent
ST03696,2025-09-01,Present
ST00367,2025-11-30,Late
ST01358,2025-12-07,Absent
ST00459,2025-09-05,Late
ST04506,2025-11-24,Present
ST00688,2025-10-22,Late
ST01755,2025-09-29,Present
ST02914,2025-11-21,Absent
ST01783,2025-12-12,Present
ST04476,2025-11-08,Late
ST04111,2025-10-09,Present
ST00477,2025-11-09,Late
ST03362,2025-10-03,Absent
ST04752,2025-10-15,Absent
ST01524,2025-09-05,Absent
ST02759,2025-12-02,Present
ST03572,2025-09-18,Present
ST04701,2025-09-05,Absent
ST01961,2025-12-15,Absent
ST03304,2025-12-05,Late
ST01676,2025-09-20,Late
ST02368,2025-11-22,Present
ST02468,2025-11-27,Present
ST04308,2025-09-29,Present
ST02206,2025-11-05,Absent
ST02866,2025-12-08,Late
ST02243,2025-12-06,Present
ST01184,2025-09-06,Late
ST01360,2025-11-26,Late
ST04878,2025-09-22,Late
ST03348,2025-10-24,Late
ST01038,2025-09-22,Late
ST01391,2025-10-28,Late
ST02818,2025-10-13,Late
ST02095,2025-12-30,Late
ST02900,2025-11-19,Absent
ST01311,2025-12-27,Late
ST01761,2025-11-05,Late
ST00200,2025-12-17,Present
ST00765,2025-12-22,Present
ST02569,2025-11-28,Late
ST00701,2025-12-29,Late
ST04426,2025-10-16,Late
ST02714,2025-10-29,Present
ST04477,2025-12-29,Present
ST01527,2025-10-31,Present
ST01504,2025-11-22,Late
ST01251,2025-10-30,Absent
ST03147,2025-09-28,Absent
ST03298,2025-11-19,Absent
ST04388,2025-12-12,Late
ST04614,2025-10-06,Late
ST04825,2025-10-18,Present
ST02824,2025-10-29,Present
ST02214,2025-10-24,Present
ST03120,2025-12-16,Absent
ST02096,2025-09-05,Late
ST03833,2025-12-23,Absent
ST04262,2025-11-14,Present
ST01019,2025-09-21,Present
ST02451,2025-11-25,Absent
ST04196,2025-11-30,Absent
ST04412,2025-10-11,Present
ST01800,2025-10-02,Absent
ST03734,2025-09-17,Absent
ST04715,2025-09-27,Late
ST04566,2025-09-28,Absent
ST03880,2025-11-09,Present
ST02016,2025-10-13,Absent
ST01117,2025-09-04,Absent
ST04576,2025-09-10,Present
ST00116,2025-12-30,Late
ST02738,2025-11-27,Late
ST01879,2025-11-07,Present
ST03767,2025-11-04,Present
ST04035,2025-12-02,Absent
ST04597,2025-09-29,Late
ST03430,2025-12-12,Late
ST03008,2025-10-11,Late
ST02915,2025-11-13,Present
ST00358,2025-12-04,Late
ST04662,2025-09-17,Late
ST02025,2025-09-30,Present
ST00397,2025-11-10,Present
ST04424,2025-10-12,Present
ST04284,2025-11-09,Present
ST00912,2025-10-23,Late
ST03552,2025-12-23,Absent
ST04781,2025-11-23,Absent
ST03981,2025-11-12,Absent
ST02717,2025-12-10,Present
ST04588,2025-10-07,Present
ST01304,2025-10-25,Absent
ST00896,2025-11-10,Late
ST02728,2025-10-30,Present
ST02942,2025-10-05,Absent
ST04503,2025-12-06,Absent
ST03991,2025-10-21,Late
ST00747,2025-09-12,Present
ST04612,2025-11-18,Present
ST01899,2025-10-30,Present
ST03851,2025-10-23,Late
ST03186,2025-11-08,Late
ST03084,2025-11-17,Present
ST00887,2025-11-27,Late
ST02802,2025-10-31,Late
ST01540,2025-11-25,Present
ST04778,2025-10-24,Present
ST03443,2025-10-05,Present
ST04527,2025-12-16,Absent
ST01947,2025-09-02,Present
ST02412,2025-11-27,Absent
ST01440,2025-11-02,Absent
ST02893,2025-12-30,Late
ST00625,2025-12-14,Absent
ST01533,2025-10-07,Late
ST00894,2025-12-10,Absent
ST04879,2025-09-26,Absent
ST03986,2025-09-24,Absent
ST01089,2025-12-14,Late
ST03790,2025-09-17,Present
ST00730,2025-11-13,Present
ST01206,2025-10-28,Present
ST02046,2025-12-29,Absent
ST01516,2025-10-26,Late
ST02248,2025-09-11,Absent
ST01551,2025-10-05,Late
ST00780,2025-12-07,Present
ST04218,2025-10-24,Absent
ST01215,2025-11-10,Late
ST01155,2025-10-11,Present
ST00268,2025-11-09,Absent
ST04550,2025-09-05,Present
ST00675,2025-12-15,Present
ST02949,2025-11-26,Late
ST03734,2025-12-15,Absent
ST00484,2025-10-20,Late
ST03470,2025-11-02,Absent
ST02752,2025-09-03,Late
ST00277,2025-11-19,Present
ST04282,2025-11-26,Absent
ST02258,2025-11-03,Present
ST00325,2025-12-16,Late
ST04441,2025-09-28,Absent
ST03621,2025-10-31,Absent
ST04292,2025-09-07,Absent
ST03648,2025-10-23,Absent
ST02899,2025-09-12,Absent
ST01040,2025-10-28,Present
ST02894,2025-12-10,Absent
ST01659,2025-11-30,Late
ST04822,2025-11-27,Late
ST02939,2025-10-15,Late
ST02598,2025-12-05,Present
ST02886,2025-11-11,Present
ST01651,2025-10-23,Late
ST01376,2025-11-10,Present
ST01053,2025-12-13,Present
ST00913,2025-09-28,Absent
ST01129,2025-11-22,Late
ST03735,2025-09-17,Present
ST04621,2025-11-05,Absent
ST02048,2025-09-05,Late
ST03124,2025-12-03,Present
ST00531,2025-12-11,Absent
ST00156,2025-09-22,Absent
ST00794,2025-10-18,Present
ST02091,2025-09-23,Present
ST03592,2025-11-24,Absent
ST03204,2025-12-02,Present
ST02350,2025-11-04,Late
ST00666,2025-12-28,Absent
ST04554,2025-09-13,Late
ST04176,2025-09-02,Absent
ST01209,2025-12-29,Absent
ST00071,2025-12-01,Present
ST03253,2025-12-06,Late
ST00503,2025-11-28,Present
ST02151,2025-11-21,Late
ST01912,2025-09-28,Late
ST00377,2025-12-21,Present
ST01731,2025-12-24,Present
ST03421,2025-11-19,Present
ST03956,2025-09-13,Late
ST02691,2025-12-08,Present
ST00357,2025-10-10,Late
ST01586,2025-10-21,Present
ST01670,2025-10-18,Late
ST04931,2025-12-13,Late
ST03114,2025-12-17,Present
ST04328,2025-09-11,Late
ST00692,2025-09-03,Absent
ST04229,2025-12-28,Absent
ST03185,2025-10-04,Late
ST00735,2025-11-24,Late
ST02435,2025-10-08,Present
ST00931,2025-09-28,Present
ST00787,2025-12-29,Late
ST02422,2025-10-12,Absent
ST01086,2025-09-21,Absent
ST00858,2025-12-10,Absent
ST04849,2025-11-15,Late
ST04584,2025-11-25,Absent
ST03576,2025-09-16,Present
ST04402,2025-11-21,Absent
ST03789,2025-11-15,Late
ST03055,2025-09-19,Late
ST03088,2025-09-29,Present
ST01702,2025-09-22,Present
ST01434,2025-10-24,Absent
ST02713,2025-10-11,Absent
ST04288,2025-11-09,Present
ST00967,2025-12-19,Absent
ST00275,2025-09-15,Present
ST02814,2025-10-08,Absent
ST01859,2025-11-12,Late
ST00236,2025-09-24,Present
ST00898,2025-10-12,Present
ST00231,2025-12-20,Absent
ST04970,2025-11-20,Late
ST03757,2025-09-21,Present
ST01839,2025-11-29,Absent
ST04336,2025-10-25,Present
ST03327,2025-09-14,Late
ST03090,2025-12-08,Absent
ST04879,2025-09-01,Late
ST00326,2025-11-04,Present
ST04167,2025-10-04,Present
ST04627,2025-12-10,Present
ST01808,2025-10-17,Late
ST03126,2025-09-20,Absent
ST04105,2025-09-06,Present
ST00056,2025-12-22,Present
ST02494,2025-11-28,Present
ST03814,2025-10-18,Absent
ST03727,2025-09-03,Present
ST00580,2025-12-21,Present
ST03811,2025-09-03,Absent
ST04566,2025-10-28,Absent
ST02974,2025-10-25,Present
ST04529,2025-11-10,Absent
ST04637,2025-10-30,Late
ST02575,2025-12-30,Present
ST00630,2025-10-06,Absent
ST00722,2025-09-19,Present
ST04225,2025-12-25,Present
ST04654,2025-12-29,Absent
ST03542,2025-11-06,Late
ST00121,2025-11-07,Absent
ST01951,2025-11-15,Late
ST01625,2025-10-18,Late
ST03850,2025-11-06,Absent
ST03393,2025-12-27,Absent
ST02798,2025-12-17,Late
ST02705,2025-11-22,Late
ST00137,2025-11-26,Absent
ST00026,2025-11-11,Absent
ST02388,2025-11-21,Present
ST02141,2025-11-25,Absent
ST01252,2025-11-10,Late
ST02999,2025-11-30,Late
ST01242,2025-11-30,Present
ST00138,2025-09-20,Present
ST03973,2025-10-02,Late
ST01831,2025-10-15,Absent
ST00493,2025-11-24,Present
ST01536,2025-11-30,Late
ST03594,2025-11-18,Late
ST03031,2025-10-16,Present
ST01797,2025-12-24,Present
ST01081,2025-10-20,Late
ST01783,2025-11-08,Absent
ST02872,2025-11-08,Present
ST00972,2025-12-01,Present
ST01133,2025-11-20,Absent
ST01229,2025-10-24,Late
ST01108,2025-10-05,Late
ST03678,2025-12-02,Present
ST04743,2025-12-30,Late
ST03758,2025-12-21,Late
ST00521,2025-11-01,Absent
ST01846,2025-12-12,Absent
ST03355,2025-09-30,Present
ST00163,2025-09-18,Late
ST04152,2025-10-15,Present
ST01902,2025-12-09,Late
ST03257,2025-12-16,Present
ST03059,2025-10-07,Present
ST00924,2025-11-03,Late
ST04431,2025-12-23,Late
ST00359,2025-12-18,Late
ST02823,2025-09-02,Absent
ST03717,2025-11-13,Absent
ST01187,2025-10-26,Present
ST03010,2025-09-19,Absent
ST00748,2025-12-16,Late
ST01772,2025-09-18,Late
ST03673,2025-11-05,Late
ST02667,2025-12-28,Absent
ST01250,2025-10-15,Absent
ST03990,2025-12-02,Absent
ST04498,2025-10-28,Absent
ST01992,2025-10-27,Late
ST00152,2025-12-20,Late
ST02392,2025-11-27,Present
ST03934,2025-12-09,Late
ST02352,2025-10-20,Present
ST00796,2025-09-23,Present
ST00122,2025-12-14,Present
ST04115,2025-11-18,Absent
ST01405,2025-11-01,Late
ST01803,2025-11-04,Late
ST03907,2025-12-08,Late
ST00388,2025-09-03,Absent
ST03621,2025-10-14,Absent
ST00530,2025-09-09,Absent
ST04242,2025-12-25,Present
ST02818,2025-12-23,Present
ST04399,2025-09-10,Late
ST00042,2025-10-05,Present
ST03326,2025-10-14,Present
ST00999,2025-11-20,Present
ST01770,2025-09-01,Late
ST01030,2025-12-07,Late
ST01041,2025-11-16,Present
ST03933,2025-12-27,Absent
ST01010,2025-09-10,Present
ST04969,2025-12-03,Late
ST00201,2025-11-15,Late
ST04836,2025-09-28,Absent
ST03706,2025-09-05,Late
ST00776,2025-11-08,Absent
ST04286,2025-12-21,Absent
ST01800,2025-10-04,Late
ST02847,2025-11-22,Late
ST00415,2025-11-28,Late
ST02711,2025-10-22,Absent
ST00493,2025-11-15,Absent
ST02681,2025-11-08,Present
ST00037,2025-09-25,Absent
ST01328,2025-12-10,Absent
ST02695,2025-12-23,Present
ST04617,2025-12-06,Late
ST01900,2025-11-03,Late
ST01989,2025-12-10,Absent
ST04904,2025-09-18,Present
ST02908,2025-10-10,Present
ST02618,2025-10-28,Absent
ST03219,2025-10-17,Late
ST04213,2025-10-21,Present
ST01207,2025-12-12,Late
ST00295,2025-12-08,Late
ST03049,2025-10-11,Present
ST01699,2025-11-27,Late
ST03448,2025-12-14,Present
ST00967,2025-12-02,Present
ST04175,2025-11-18,Late
ST03403,2025-10-12,Absent
ST00905,2025-11-03,Present
ST03927,2025-12-17,Present
ST02262,2025-09-16,Present
ST03200,2025-11-08,Present
ST04783,2025-12-27,Present
ST00604,2025-10-21,Absent
ST02633,2025-09-01,Absent
ST04465,2025-09-12,Present
ST01481,2025-09-14,Late
ST02264,2025-09-30,Present
ST03441,2025-10-10,Present
ST01888,2025-09-16,Late
ST03163,2025-12-12,Present
ST01441,2025-10-26,Absent
ST04512,2025-12-23,Present
ST02126,2025-12-12,Present
ST02691,2025-09-27,Present
ST04989,2025-11-09,Absent
ST04502,2025-10-17,Present
ST04594,2025-12-25,Present
ST01360,2025-10-16,Absent
ST01437,2025-09-02,Late
ST03567,2025-12-12,Present
ST01489,2025-12-29,Late
ST02505,2025-11-04,Late
ST02371,2025-12-28,Late
ST00644,2025-09-06,Absent
ST00048,2025-10-22,Absent
ST04812,2025-09-12,Late
ST01406,2025-10-05,Late
ST04551,2025-09-09,Present
ST03021,2025-10-16,Present
ST04133,2025-12-07,Absent
ST03399,2025-09-02,Present
ST01919,2025-10-06,Absent
ST03735,2025-10-03,Absent
ST01145,2025-11-19,Absent
ST00196,2025-10-16,Absent
ST01884,2025-10-19,Absent
ST01120,2025-11-29,Late
ST00445,2025-09-05,Late
ST00226,2025-11-27,Present
ST02223,2025-12-06,Late
ST01746,2025-10-10,Absent
ST00461,2025-10-15,Present
ST01090,2025-09-01,Present
ST02388,2025-10-07,Present
ST01699,2025-12-13,Present
ST03684,2025-12-17,Present
ST04962,2025-09-07,Present
ST00873,2025-10-20,Absent
ST00053,2025-09-08,Present
ST01531,2025-11-19,Absent
ST03854,2025-09-04,Absent
ST02173,2025-09-18,Late
ST02842,2025-10-02,Late
ST03777,2025-10-07,Absent
ST04272,2025-09-20,Late
ST04910,2025-11-20,Absent
ST00820,2025-12-17,Late
ST01755,2025-12-26,Late
ST04255,2025-10-27,Late
ST01230,2025-10-05,Present
ST04312,2025-11-26,Late
ST01066,2025-09-04,Present
ST03152,2025-10-21,Absent
ST01891,2025-11-25,Present
ST03577,2025-10-10,Late
ST02274,2025-10-06,Absent
ST02926,2025-12-19,Present
ST01989,2025-10-06,Present
ST04635,2025-12-21,Absent
ST00651,2025-12-10,Absent
ST02619,2025-10-23,Absent
ST04193,2025-10-12,Present
ST00972,2025-12-25,Absent
ST03044,2025-10-06,Present
ST01116,2025-11-07,Late
ST02816,2025-09-03,Present
ST02178,2025-11-21,Present
ST02082,2025-11-05,Present
ST02478,2025-10-24,Absent
ST02987,2025-09-16,Absent
ST04745,2025-10-13,Absent
ST00116,2025-12-13,Absent
ST02727,2025-11-22,Present
ST00820,2025-10-31,Absent
ST01955,2025-12-18,Late
ST03441,2025-11-19,Present
ST03602,2025-12-15,Absent
ST02817,2025-12-13,Present
ST00472,2025-12-29,Present
ST02757,2025-11-03,Absent
ST02895,2025-12-08,Late
ST03617,2025-12-15,Present
ST00276,2025-10-09,Absent
ST04709,2025-09-16,Late
ST01771,2025-12-05,Late
ST02070,2025-10-22,Absent
ST00337,2025-09-02,Absent
ST04903,2025-12-28,Absent
ST04031,2025-09-11,Present
ST01863,2025-09-25,Present
ST02960,2025-09-19,Present
ST00531,2025-09-11,Absent
ST01935,2025-10-24,Late
ST03414,2025-11-27,Present
ST01828,2025-09-11,Late
ST03334,2025-11-10,Present
ST01279,2025-10-07,Present
ST03934,2025-10-25,Present
ST03512,2025-12-15,Absent
ST04374,2025-12-09,Late
ST01602,2025-10-10,Present
ST00978,2025-10-25,Absent
ST00655,2025-09-04,Absent
ST01299,2025-11-12,Late
ST02784,2025-09-17,Absent
ST01458,2025-10-28,Absent
ST01292,2025-09-20,Present
ST02999,2025-12-25,Present
ST04349,2025-09-20,Absent
ST01746,2025-10-26,Absent
ST00871,2025-12-12,Late
ST03202,2025-11-18,Absent
ST04294,2025-10-13,Absent
ST02675,2025-09-01,Absent
ST00455,2025-12-07,Present
ST02093,2025-10-11,Present
ST00132,2025-11-03,Absent
ST01904,2025-10-06,Absent
ST04232,2025-11-27,Present
ST03277,2025-11-26,Present
ST00758,2025-09-30,Present
ST03810,2025-11-17,Absent
ST02646,2025-09-03,Present
ST02280,2025-12-08,Present
ST02085,2025-11-21,Present
ST00862,2025-11-27,Late
ST01436,2025-11-15,Present
ST04885,2025-10-22,Late
ST01294,2025-11-07,Late
ST01622,2025-12-25,Late
ST03704,2025-12-19,Present
ST03630,2025-09-05,Late
ST02673,2025-10-12,Absent
ST02005,2025-12-23,Absent
ST00059,2025-10-17,Present
ST02544,2025-09-04,Present
ST01834,2025-09-02,Late
ST04895,2025-11-17,Present
ST00335,2025-12-04,Present
ST00244,2025-12-19,Absent
ST00890,2025-09-21,Absent
ST01500,2025-09-29,Late
ST01067,2025-10-14,Present
ST00971,2025-12-13,Late
ST03677,2025-10-11,Absent
ST02051,2025-09-15,Present
ST03685,2025-11-05,Present
ST02261,2025-10-12,Absent
ST00637,2025-09-29,Absent
ST03022,2025-11-13,Present
ST02964,2025-11-23,Absent
ST04065,2025-09-18,Absent
ST04885,2025-12-10,Absent
ST01033,2025-11-26,Present
ST03980,2025-12-28,Absent
ST03161,2025-09-02,Present
ST03920,2025-09-15,Absent
ST02154,2025-09-29,Absent
ST04313,2025-11-18,Late
ST01445,2025-12-17,Absent
ST04660,2025-11-17,Late
ST02008,2025-12-18,Absent
ST00498,2025-10-27,Late
ST00355,2025-10-28,Late
ST04530,2025-12-12,Late
ST04286,2025-11-12,Absent
ST04126,2025-10-11,Present
ST04395,2025-12-14,Late
ST01353,2025-12-15,Present
ST04247,2025-09-22,Present
ST03235,2025-10-24,Present
ST02962,2025-12-03,Late
ST01715,2025-09-20,Late
ST03050,2025-11-26,Absent
ST00785,2025-11-20,Present
ST04946,2025-11-26,Late
ST04343,2025-09-16,Late
ST04769,2025-12-06,Late
ST02053,2025-12-29,Present
ST03770,2025-10-25,Absent
ST03563,2025-10-04,Absent
ST00888,2025-09-01,Present
ST03710,2025-10-28,Absent
ST02148,2025-12-01,Late
ST04934,2025-09-27,Present
ST01482,2025-09-30,Late
ST04700,2025-10-27,Late
ST00619,2025-12-28,Present
ST03819,2025-12-30,Absent
ST00393,2025-12-03,Late
ST04709,2025-12-16,Late
ST02980,2025-12-26,Absent
ST00085,2025-10-02,Late
ST00593,2025-12-15,Late
ST04069,2025-09-09,Present
ST03202,2025-10-29,Present
ST01366,2025-10-26,Absent
ST00929,2025-11-02,Present
ST01797,2025-11-23,Late
